spend_id,date,campaign_id,channel,utm_source,utm_medium,utm_campaign,impressions,clicks,ad_spend,currency
SP001976,2023-03-11,39,Affiliate,affiliate_network,affiliate,campaign_39,116,3,10.0,USD
SP001977,2023-03-12,39,Affiliate,affiliate_network,affiliate,campaign_39,110,3,10.0,USD
SP001978,2023-03-13,39,Affiliate,affiliate_network,affiliate,campaign_39,195,6,10.0,USD
SP001979,2023-03-14,39,Affiliate,affiliate_network,affiliate,campaign_39,150,4,10.0,USD
SP001980,2023-03-15,39,Affiliate,affiliate_network,affiliate,campaign_39,72,2,10.0,USD
SP001981,2023-03-16,39,Affiliate,affiliate_network,affiliate,campaign_39,106,3,10.0,USD
SP001982,2023-03-17,39,Affiliate,affiliate_network,affiliate,campaign_39,39,1,10.0,USD
SP001983,2023-03-18,39,Affiliate,affiliate_network,affiliate,campaign_39,111,3,10.0,USD
SP001984,2023-03-19,39,Affiliate,affiliate_network,affiliate,campaign_39,38,1,10.0,USD
SP001985,2023-03-20,39,Affiliate,affiliate_network,affiliate,campaign_39,131,4,10.0,USD
SP001986,2023-03-21,39,Affiliate,affiliate_network,affiliate,campaign_39,33,1,10.0,USD
SP001987,2023-03-22,39,Affiliate,affiliate_network,affiliate,campaign_39,155,4,10.0,USD
SP001988,2023-03-23,39,Affiliate,affiliate_network,affiliate,campaign_39,144,4,10.0,USD
SP001989,2023-03-24,39,Affiliate,affiliate_network,affiliate,campaign_39,135,4,10.0,USD
SP001990,2023-03-25,39,Affiliate,affiliate_network,affiliate,campaign_39,70,2,10.0,USD
SP001991,2023-03-26,39,Affiliate,affiliate_network,affiliate,campaign_39,69,2,10.0,USD
SP001992,2023-03-27,39,Affiliate,affiliate_network,affiliate,campaign_39,118,3,10.0,USD
SP001993,2023-03-28,39,Affiliate,affiliate_network,affiliate,campaign_39,123,4,10.0,USD
SP001994,2023-03-29,39,Affiliate,affiliate_network,affiliate,campaign_39,76,2,10.0,USD
SP001995,2023-03-30,39,Affiliate,affiliate_network,affiliate,campaign_39,76,2,10.0,USD
SP001996,2023-03-31,39,Affiliate,affiliate_network,affiliate,campaign_39,123,3,10.0,USD
SP001997,2023-04-01,39,Affiliate,affiliate_network,affiliate,campaign_39,182,5,10.0,USD
SP001998,2023-04-02,39,Affiliate,affiliate_network,affiliate,campaign_39,96,3,10.0,USD
SP001999,2023-04-03,39,Affiliate,affiliate_network,affiliate,campaign_39,104,3,10.0,USD
SP002000,2023-04-04,39,Affiliate,affiliate_network,affiliate,campaign_39,181,5,10.0,USD
SP002001,2023-04-05,39,Affiliate,affiliate_network,affiliate,campaign_39,133,4,10.0,USD
SP002002,2023-04-06,39,Affiliate,affiliate_network,affiliate,campaign_39,64,2,10.0,USD
SP002003,2023-04-07,39,Affiliate,affiliate_network,affiliate,campaign_39,165,5,10.0,USD
SP002004,2023-04-08,39,Affiliate,affiliate_network,affiliate,campaign_39,174,4,10.0,USD
SP002005,2023-04-09,39,Affiliate,affiliate_network,affiliate,campaign_39,67,2,10.0,USD
SP002006,2023-04-10,39,Affiliate,affiliate_network,affiliate,campaign_39,69,2,10.0,USD
SP002007,2023-04-11,39,Affiliate,affiliate_network,affiliate,campaign_39,233,6,10.0,USD
SP002008,2023-04-12,39,Affiliate,affiliate_network,affiliate,campaign_39,137,4,10.0,USD
SP002009,2023-04-13,39,Affiliate,affiliate_network,affiliate,campaign_39,129,4,10.0,USD
SP002010,2023-04-14,39,Affiliate,affiliate_network,affiliate,campaign_39,265,7,11.11,USD
SP002011,2023-04-15,39,Affiliate,affiliate_network,affiliate,campaign_39,99,3,10.0,USD
SP002012,2023-04-16,39,Affiliate,affiliate_network,affiliate,campaign_39,243,7,10.0,USD
SP002013,2023-04-17,39,Affiliate,affiliate_network,affiliate,campaign_39,98,2,10.0,USD
SP002014,2023-04-18,39,Affiliate,affiliate_network,affiliate,campaign_39,108,3,10.0,USD
SP002015,2023-04-19,39,Affiliate,affiliate_network,affiliate,campaign_39,221,6,10.0,USD
SP002016,2023-04-20,39,Affiliate,affiliate_network,affiliate,campaign_39,92,2,10.0,USD
SP002017,2023-04-21,39,Affiliate,affiliate_network,affiliate,campaign_39,71,2,10.0,USD
SP002018,2023-04-22,39,Affiliate,affiliate_network,affiliate,campaign_39,98,3,10.0,USD
SP002019,2023-04-23,39,Affiliate,affiliate_network,affiliate,campaign_39,36,1,10.0,USD
SP002020,2023-04-24,39,Affiliate,affiliate_network,affiliate,campaign_39,72,2,10.0,USD
SP002021,2023-04-25,39,Affiliate,affiliate_network,affiliate,campaign_39,180,5,10.0,USD
SP002022,2023-04-26,39,Affiliate,affiliate_network,affiliate,campaign_39,174,5,10.0,USD
SP002023,2023-04-27,39,Affiliate,affiliate_network,affiliate,campaign_39,204,5,10.0,USD
SP002024,2023-04-28,39,Affiliate,affiliate_network,affiliate,campaign_39,173,4,10.0,USD
SP002025,2023-04-29,39,Affiliate,affiliate_network,affiliate,campaign_39,348,10,14.4,USD
SP002026,2023-04-30,39,Affiliate,affiliate_network,affiliate,campaign_39,250,6,10.0,USD
SP002027,2023-05-01,39,Affiliate,affiliate_network,affiliate,campaign_39,114,3,10.0,USD
SP002028,2023-05-02,39,Affiliate,affiliate_network,affiliate,campaign_39,132,4,10.0,USD
SP002029,2023-05-03,39,Affiliate,affiliate_network,affiliate,campaign_39,151,4,10.0,USD
SP002030,2023-05-04,39,Affiliate,affiliate_network,affiliate,campaign_39,167,6,10.0,USD
SP002031,2023-05-05,39,Affiliate,affiliate_network,affiliate,campaign_39,62,2,10.0,USD
SP002032,2023-05-06,39,Affiliate,affiliate_network,affiliate,campaign_39,276,8,13.15,USD
SP002033,2023-05-07,39,Affiliate,affiliate_network,affiliate,campaign_39,97,3,10.0,USD
SP002034,2023-05-08,39,Affiliate,affiliate_network,affiliate,campaign_39,154,5,10.0,USD
SP002035,2023-05-09,39,Affiliate,affiliate_network,affiliate,campaign_39,146,3,10.0,USD
SP002036,2023-05-10,39,Affiliate,affiliate_network,affiliate,campaign_39,67,2,10.0,USD
SP002037,2023-05-11,39,Affiliate,affiliate_network,affiliate,campaign_39,100,3,10.0,USD
SP002038,2022-07-25,40,Display,google_display,display,campaign_40,383,4,10.0,USD
SP002039,2022-07-26,40,Display,google_display,display,campaign_40,249,3,10.0,USD
SP002040,2022-07-27,40,Display,google_display,display,campaign_40,371,5,10.0,USD
SP002041,2022-07-28,40,Display,google_display,display,campaign_40,81,1,10.0,USD
SP002042,2022-07-29,40,Display,google_display,display,campaign_40,493,5,10.0,USD
SP002043,2022-07-30,40,Display,google_display,display,campaign_40,83,1,10.0,USD
SP002044,2022-07-31,40,Display,google_display,display,campaign_40,158,2,10.0,USD
SP002045,2022-08-01,40,Display,google_display,display,campaign_40,726,6,10.0,USD
SP002046,2022-08-02,40,Display,google_display,display,campaign_40,84,1,10.0,USD
SP002047,2022-08-03,40,Display,google_display,display,campaign_40,548,6,10.0,USD
SP002048,2022-08-04,40,Display,google_display,display,campaign_40,538,7,10.0,USD
SP002049,2022-08-05,40,Display,google_display,display,campaign_40,87,1,10.0,USD
SP002050,2022-08-06,40,Display,google_display,display,campaign_40,400,5,10.0,USD
SP002051,2022-08-07,40,Display,google_display,display,campaign_40,250,3,10.0,USD
SP002052,2022-08-08,40,Display,google_display,display,campaign_40,175,2,10.0,USD
SP002053,2022-08-09,40,Display,google_display,display,campaign_40,348,5,10.0,USD
SP002054,2022-08-10,40,Display,google_display,display,campaign_40,88,1,10.0,USD
SP002055,2022-08-11,40,Display,google_display,display,campaign_40,414,5,10.0,USD
SP002056,2022-08-12,40,Display,google_display,display,campaign_40,715,8,10.0,USD
SP002057,2022-08-13,40,Display,google_display,display,campaign_40,989,11,10.0,USD
SP002058,2022-08-14,40,Display,google_display,display,campaign_40,186,2,10.0,USD
SP002059,2022-08-15,40,Display,google_display,display,campaign_40,401,5,10.0,USD
SP002060,2022-08-16,40,Display,google_display,display,campaign_40,278,3,10.0,USD
SP002061,2022-08-17,40,Display,google_display,display,campaign_40,376,4,10.0,USD
SP002062,2022-08-18,40,Display,google_display,display,campaign_40,77,1,10.0,USD
SP002063,2022-08-19,40,Display,google_display,display,campaign_40,78,1,10.0,USD
SP002064,2022-08-20,40,Display,google_display,display,campaign_40,249,3,10.0,USD
SP002065,2022-08-21,40,Display,google_display,display,campaign_40,595,7,10.0,USD
SP002066,2022-08-22,40,Display,google_display,display,campaign_40,202,2,10.0,USD
SP002067,2022-08-23,40,Display,google_display,display,campaign_40,297,4,10.0,USD
SP002068,2022-08-24,40,Display,google_display,display,campaign_40,267,3,10.0,USD
SP002069,2022-08-25,40,Display,google_display,display,campaign_40,256,3,10.0,USD
SP002070,2022-08-26,40,Display,google_display,display,campaign_40,236,3,10.0,USD
SP002071,2022-08-27,40,Display,google_display,display,campaign_40,397,5,10.0,USD
SP002072,2022-08-28,40,Display,google_display,display,campaign_40,165,2,10.0,USD
SP002073,2022-08-29,40,Display,google_display,display,campaign_40,517,6,10.0,USD
SP002074,2022-08-30,40,Display,google_display,display,campaign_40,578,7,10.0,USD
SP002075,2022-08-31,40,Display,google_display,display,campaign_40,705,8,10.0,USD
SP002076,2022-09-01,40,Display,google_display,display,campaign_40,178,2,10.0,USD
SP002077,2022-09-02,40,Display,google_display,display,campaign_40,399,5,10.0,USD
SP002078,2022-09-03,40,Display,google_display,display,campaign_40,326,4,10.0,USD
SP002079,2022-09-04,40,Display,google_display,display,campaign_40,424,5,10.0,USD
SP002080,2022-09-05,40,Display,google_display,display,campaign_40,316,4,10.0,USD
SP002081,2022-09-06,40,Display,google_display,display,campaign_40,187,2,10.0,USD
SP002082,2022-09-07,40,Display,google_display,display,campaign_40,273,3,10.0,USD
SP002083,2023-04-09,41,Social,meta,paid_social,campaign_41,135,5,10.0,USD
SP002084,2023-04-10,41,Social,meta,paid_social,campaign_41,55,2,10.0,USD
SP002085,2023-04-11,41,Social,meta,paid_social,campaign_41,180,5,10.0,USD
SP002086,2023-04-12,41,Social,meta,paid_social,campaign_41,57,2,10.0,USD
SP002087,2023-04-13,41,Social,meta,paid_social,campaign_41,71,3,10.0,USD
SP002088,2023-04-14,41,Social,meta,paid_social,campaign_41,132,5,10.0,USD
SP002089,2023-04-15,41,Social,meta,paid_social,campaign_41,181,6,10.0,USD
SP002090,2023-04-16,41,Social,meta,paid_social,campaign_41,62,2,10.0,USD
SP002091,2023-04-17,41,Social,meta,paid_social,campaign_41,83,3,10.0,USD
SP002092,2023-04-22,42,Paid Search,google,cpc,campaign_42,32,2,10.0,USD
SP002093,2023-04-23,42,Paid Search,google,cpc,campaign_42,66,3,10.0,USD
SP002094,2023-04-24,42,Paid Search,google,cpc,campaign_42,177,10,20.45,USD
SP002095,2023-04-25,42,Paid Search,google,cpc,campaign_42,38,2,10.0,USD
SP002096,2023-04-26,42,Paid Search,google,cpc,campaign_42,107,6,12.29,USD
SP002097,2023-04-27,42,Paid Search,google,cpc,campaign_42,106,5,10.18,USD
SP002098,2023-04-28,42,Paid Search,google,cpc,campaign_42,156,8,18.15,USD
SP002099,2023-04-29,42,Paid Search,google,cpc,campaign_42,22,1,10.0,USD
SP002100,2023-04-30,42,Paid Search,google,cpc,campaign_42,80,4,10.0,USD
SP002101,2023-05-01,42,Paid Search,google,cpc,campaign_42,38,2,10.0,USD
SP002102,2023-05-02,42,Paid Search,google,cpc,campaign_42,79,4,10.0,USD
SP002103,2023-05-03,42,Paid Search,google,cpc,campaign_42,31,2,10.0,USD
SP002104,2023-05-04,42,Paid Search,google,cpc,campaign_42,35,2,10.0,USD
SP002105,2023-05-05,42,Paid Search,google,cpc,campaign_42,34,2,10.0,USD
SP002106,2023-05-06,42,Paid Search,google,cpc,campaign_42,59,3,10.0,USD
SP002107,2023-05-07,42,Paid Search,google,cpc,campaign_42,44,2,10.0,USD
SP002108,2023-05-08,42,Paid Search,google,cpc,campaign_42,60,4,10.0,USD
SP002109,2023-05-09,42,Paid Search,google,cpc,campaign_42,92,4,10.0,USD
SP002110,2023-05-10,42,Paid Search,google,cpc,campaign_42,20,1,10.0,USD
SP002111,2023-05-11,42,Paid Search,google,cpc,campaign_42,34,2,10.0,USD
SP002112,2023-05-12,42,Paid Search,google,cpc,campaign_42,115,6,13.02,USD
SP002113,2023-05-13,42,Paid Search,google,cpc,campaign_42,72,4,10.0,USD
SP002114,2023-05-14,42,Paid Search,google,cpc,campaign_42,61,3,10.0,USD
SP002115,2023-05-15,42,Paid Search,google,cpc,campaign_42,70,4,10.0,USD
SP002116,2023-05-16,42,Paid Search,google,cpc,campaign_42,42,2,10.0,USD
SP002117,2023-05-17,42,Paid Search,google,cpc,campaign_42,125,5,11.37,USD
SP002118,2023-05-18,42,Paid Search,google,cpc,campaign_42,58,3,10.0,USD
SP002119,2023-05-19,42,Paid Search,google,cpc,campaign_42,52,3,10.0,USD
SP002120,2023-05-20,42,Paid Search,google,cpc,campaign_42,20,1,10.0,USD
SP002121,2023-05-21,42,Paid Search,google,cpc,campaign_42,53,3,10.0,USD
SP002122,2023-05-22,42,Paid Search,google,cpc,campaign_42,31,2,10.0,USD
SP002123,2023-05-23,42,Paid Search,google,cpc,campaign_42,52,3,10.0,USD
SP002124,2023-05-24,42,Paid Search,google,cpc,campaign_42,53,3,10.0,USD
SP002125,2023-05-25,42,Paid Search,google,cpc,campaign_42,118,7,16.2,USD
SP002126,2023-05-26,42,Paid Search,google,cpc,campaign_42,169,9,20.45,USD
SP002127,2023-05-27,42,Paid Search,google,cpc,campaign_42,70,4,10.0,USD
SP002128,2023-05-28,42,Paid Search,google,cpc,campaign_42,86,4,10.0,USD
SP002129,2023-05-29,42,Paid Search,google,cpc,campaign_42,17,1,10.0,USD
SP002130,2023-05-30,42,Paid Search,google,cpc,campaign_42,71,4,10.0,USD
SP002131,2023-05-31,42,Paid Search,google,cpc,campaign_42,42,2,10.0,USD
SP002132,2023-06-01,42,Paid Search,google,cpc,campaign_42,47,3,10.0,USD
SP002133,2023-06-02,42,Paid Search,google,cpc,campaign_42,95,5,10.18,USD
SP002134,2023-06-03,42,Paid Search,google,cpc,campaign_42,57,3,10.0,USD
SP002135,2023-06-04,42,Paid Search,google,cpc,campaign_42,33,2,10.0,USD
SP002136,2023-06-05,42,Paid Search,google,cpc,campaign_42,66,4,10.0,USD
SP002137,2023-06-06,42,Paid Search,google,cpc,campaign_42,101,5,12.6,USD
SP002138,2023-06-07,42,Paid Search,google,cpc,campaign_42,74,3,10.0,USD
SP002139,2023-06-08,42,Paid Search,google,cpc,campaign_42,37,2,10.0,USD
SP002140,2023-06-09,42,Paid Search,google,cpc,campaign_42,22,1,10.0,USD
SP002141,2023-06-10,42,Paid Search,google,cpc,campaign_42,67,4,10.0,USD
SP002142,2023-06-11,42,Paid Search,google,cpc,campaign_42,18,1,10.0,USD
SP002143,2023-06-12,42,Paid Search,google,cpc,campaign_42,64,3,10.0,USD
SP002144,2023-06-13,42,Paid Search,google,cpc,campaign_42,39,2,10.0,USD
SP002145,2023-06-14,42,Paid Search,google,cpc,campaign_42,41,2,10.0,USD
SP002146,2023-06-15,42,Paid Search,google,cpc,campaign_42,20,1,10.0,USD
SP002147,2023-06-16,42,Paid Search,google,cpc,campaign_42,22,1,10.0,USD
SP002148,2023-06-17,42,Paid Search,google,cpc,campaign_42,64,4,10.0,USD
SP002149,2023-06-18,42,Paid Search,google,cpc,campaign_42,61,3,10.0,USD
SP002150,2023-06-19,42,Paid Search,google,cpc,campaign_42,109,6,14.87,USD
SP002151,2023-06-20,42,Paid Search,google,cpc,campaign_42,52,3,10.0,USD
SP002152,2023-06-21,42,Paid Search,google,cpc,campaign_42,49,3,10.0,USD
SP002153,2023-06-22,42,Paid Search,google,cpc,campaign_42,54,3,10.0,USD
SP002154,2023-06-23,42,Paid Search,google,cpc,campaign_42,56,3,10.0,USD
SP002155,2023-06-24,42,Paid Search,google,cpc,campaign_42,108,6,11.23,USD
SP002156,2023-06-25,42,Paid Search,google,cpc,campaign_42,41,2,10.0,USD
SP002157,2023-06-26,42,Paid Search,google,cpc,campaign_42,81,4,10.0,USD
SP002158,2023-06-27,42,Paid Search,google,cpc,campaign_42,112,6,15.12,USD
SP002159,2023-06-28,42,Paid Search,google,cpc,campaign_42,92,4,10.0,USD
SP002160,2023-06-29,42,Paid Search,google,cpc,campaign_42,78,4,10.0,USD
SP002161,2023-03-12,43,Paid Search,google,cpc,campaign_43,181,9,17.94,USD
SP002162,2023-03-13,43,Paid Search,google,cpc,campaign_43,72,4,10.0,USD
SP002163,2023-03-14,43,Paid Search,google,cpc,campaign_43,102,6,11.54,USD
SP002164,2023-03-15,43,Paid Search,google,cpc,campaign_43,81,4,10.0,USD
SP002165,2023-03-16,43,Paid Search,google,cpc,campaign_43,115,7,13.61,USD
SP002166,2023-03-17,43,Paid Search,google,cpc,campaign_43,40,2,10.0,USD
SP002167,2023-03-18,43,Paid Search,google,cpc,campaign_43,80,4,10.0,USD
SP002168,2023-03-19,43,Paid Search,google,cpc,campaign_43,33,2,10.0,USD
SP002169,2023-03-20,43,Paid Search,google,cpc,campaign_43,91,5,10.05,USD
SP002170,2023-03-21,43,Paid Search,google,cpc,campaign_43,17,1,10.0,USD
SP002171,2023-03-22,43,Paid Search,google,cpc,campaign_43,37,2,10.0,USD
SP002172,2023-03-23,43,Paid Search,google,cpc,campaign_43,37,2,10.0,USD
SP002173,2023-03-24,43,Paid Search,google,cpc,campaign_43,73,4,10.0,USD
SP002174,2023-03-25,43,Paid Search,google,cpc,campaign_43,94,6,13.13,USD
SP002175,2023-03-26,43,Paid Search,google,cpc,campaign_43,67,4,10.0,USD
SP002176,2023-03-27,43,Paid Search,google,cpc,campaign_43,59,3,10.0,USD
SP002177,2023-03-28,43,Paid Search,google,cpc,campaign_43,72,4,10.0,USD
SP002178,2023-03-29,43,Paid Search,google,cpc,campaign_43,113,6,13.44,USD
SP002179,2023-03-30,43,Paid Search,google,cpc,campaign_43,57,3,10.0,USD
SP002180,2023-03-31,43,Paid Search,google,cpc,campaign_43,69,4,10.0,USD
SP002181,2023-04-01,43,Paid Search,google,cpc,campaign_43,71,4,10.0,USD
SP002182,2023-04-02,43,Paid Search,google,cpc,campaign_43,20,1,10.0,USD
SP002183,2023-04-03,43,Paid Search,google,cpc,campaign_43,91,5,11.54,USD
SP002184,2023-04-04,43,Paid Search,google,cpc,campaign_43,77,4,10.0,USD
SP002185,2023-04-05,43,Paid Search,google,cpc,campaign_43,17,1,10.0,USD
SP002186,2023-04-06,43,Paid Search,google,cpc,campaign_43,77,4,10.0,USD
SP002187,2023-04-07,43,Paid Search,google,cpc,campaign_43,56,3,10.0,USD
SP002188,2023-04-08,43,Paid Search,google,cpc,campaign_43,76,4,10.0,USD
SP002189,2023-04-09,43,Paid Search,google,cpc,campaign_43,131,6,15.21,USD
SP002190,2023-04-10,43,Paid Search,google,cpc,campaign_43,63,4,10.26,USD
SP002191,2023-04-11,43,Paid Search,google,cpc,campaign_43,55,3,10.0,USD
SP002192,2023-04-12,43,Paid Search,google,cpc,campaign_43,16,1,10.0,USD
SP002193,2023-04-13,43,Paid Search,google,cpc,campaign_43,72,4,10.0,USD
SP002194,2023-04-14,43,Paid Search,google,cpc,campaign_43,51,3,10.0,USD
SP002195,2023-04-15,43,Paid Search,google,cpc,campaign_43,19,1,10.0,USD
SP002196,2023-04-16,43,Paid Search,google,cpc,campaign_43,19,1,10.0,USD
SP002197,2023-04-17,43,Paid Search,google,cpc,campaign_43,55,3,10.0,USD
SP002198,2023-04-18,43,Paid Search,google,cpc,campaign_43,31,2,10.0,USD
SP002199,2021-01-31,44,Affiliate,affiliate_network,affiliate,campaign_44,79,2,10.0,USD
SP002200,2021-02-01,44,Affiliate,affiliate_network,affiliate,campaign_44,88,2,10.0,USD
SP002201,2021-02-02,44,Affiliate,affiliate_network,affiliate,campaign_44,65,2,10.0,USD
SP002202,2021-02-03,44,Affiliate,affiliate_network,affiliate,campaign_44,133,4,10.0,USD
SP002203,2021-02-04,44,Affiliate,affiliate_network,affiliate,campaign_44,75,2,10.0,USD
SP002204,2021-02-05,44,Affiliate,affiliate_network,affiliate,campaign_44,89,3,10.0,USD
SP002205,2021-02-06,44,Affiliate,affiliate_network,affiliate,campaign_44,29,1,10.0,USD
SP002206,2021-02-07,44,Affiliate,affiliate_network,affiliate,campaign_44,43,1,10.0,USD
SP002207,2021-02-08,44,Affiliate,affiliate_network,affiliate,campaign_44,77,2,10.0,USD
SP002208,2021-02-09,44,Affiliate,affiliate_network,affiliate,campaign_44,72,2,10.0,USD
SP002209,2021-02-10,44,Affiliate,affiliate_network,affiliate,campaign_44,103,3,10.0,USD
SP002210,2021-02-11,44,Affiliate,affiliate_network,affiliate,campaign_44,70,2,10.0,USD
SP002211,2021-02-12,44,Affiliate,affiliate_network,affiliate,campaign_44,36,1,10.0,USD
SP002212,2021-02-13,44,Affiliate,affiliate_network,affiliate,campaign_44,80,2,10.0,USD
SP002213,2021-02-14,44,Affiliate,affiliate_network,affiliate,campaign_44,102,3,10.0,USD
SP002214,2021-02-15,44,Affiliate,affiliate_network,affiliate,campaign_44,203,6,10.0,USD
SP002215,2021-02-16,44,Affiliate,affiliate_network,affiliate,campaign_44,163,5,10.0,USD
SP002216,2021-02-17,44,Affiliate,affiliate_network,affiliate,campaign_44,162,4,10.0,USD
SP002217,2021-02-18,44,Affiliate,affiliate_network,affiliate,campaign_44,73,2,10.0,USD
SP002218,2021-02-19,44,Affiliate,affiliate_network,affiliate,campaign_44,225,6,10.04,USD
SP002219,2021-02-20,44,Affiliate,affiliate_network,affiliate,campaign_44,203,5,10.0,USD
SP002220,2021-02-21,44,Affiliate,affiliate_network,affiliate,campaign_44,146,4,10.0,USD
SP002221,2021-02-22,44,Affiliate,affiliate_network,affiliate,campaign_44,40,1,10.0,USD
SP002222,2021-02-23,44,Affiliate,affiliate_network,affiliate,campaign_44,124,3,10.0,USD
SP002223,2021-02-24,44,Affiliate,affiliate_network,affiliate,campaign_44,67,2,10.0,USD
SP002224,2021-02-25,44,Affiliate,affiliate_network,affiliate,campaign_44,187,5,10.0,USD
SP002225,2021-02-26,44,Affiliate,affiliate_network,affiliate,campaign_44,154,4,10.0,USD
SP002226,2021-02-27,44,Affiliate,affiliate_network,affiliate,campaign_44,64,2,10.0,USD
SP002227,2021-02-28,44,Affiliate,affiliate_network,affiliate,campaign_44,101,3,10.0,USD
SP002228,2021-03-01,44,Affiliate,affiliate_network,affiliate,campaign_44,134,3,10.0,USD
SP002229,2021-03-02,44,Affiliate,affiliate_network,affiliate,campaign_44,69,2,10.0,USD
SP002230,2021-03-03,44,Affiliate,affiliate_network,affiliate,campaign_44,172,5,10.0,USD
SP002231,2021-03-04,44,Affiliate,affiliate_network,affiliate,campaign_44,73,2,10.0,USD
SP002232,2021-03-05,44,Affiliate,affiliate_network,affiliate,campaign_44,111,3,10.0,USD
SP002233,2021-03-06,44,Affiliate,affiliate_network,affiliate,campaign_44,85,2,10.0,USD
SP002234,2021-03-07,44,Affiliate,affiliate_network,affiliate,campaign_44,59,2,10.0,USD
SP002235,2021-03-08,44,Affiliate,affiliate_network,affiliate,campaign_44,220,6,10.0,USD
SP002236,2021-03-09,44,Affiliate,affiliate_network,affiliate,campaign_44,104,3,10.0,USD
SP002237,2021-03-10,44,Affiliate,affiliate_network,affiliate,campaign_44,146,4,10.0,USD
SP002238,2021-03-11,44,Affiliate,affiliate_network,affiliate,campaign_44,115,3,10.0,USD
SP002239,2021-03-12,44,Affiliate,affiliate_network,affiliate,campaign_44,198,6,10.0,USD
SP002240,2021-03-13,44,Affiliate,affiliate_network,affiliate,campaign_44,141,4,10.0,USD
SP002241,2021-03-14,44,Affiliate,affiliate_network,affiliate,campaign_44,146,4,10.0,USD
SP002242,2021-03-15,44,Affiliate,affiliate_network,affiliate,campaign_44,35,1,10.0,USD
SP002243,2021-03-16,44,Affiliate,affiliate_network,affiliate,campaign_44,108,3,10.0,USD
SP002244,2021-03-17,44,Affiliate,affiliate_network,affiliate,campaign_44,153,5,10.0,USD
SP002245,2021-03-18,44,Affiliate,affiliate_network,affiliate,campaign_44,66,2,10.0,USD
SP002246,2021-03-19,44,Affiliate,affiliate_network,affiliate,campaign_44,34,1,10.0,USD
SP002247,2021-03-20,44,Affiliate,affiliate_network,affiliate,campaign_44,168,4,10.0,USD
SP002248,2021-03-21,44,Affiliate,affiliate_network,affiliate,campaign_44,136,4,10.0,USD
SP002249,2021-03-22,44,Affiliate,affiliate_network,affiliate,campaign_44,272,8,13.42,USD
SP002250,2021-03-23,44,Affiliate,affiliate_network,affiliate,campaign_44,119,3,10.0,USD
SP002251,2021-03-24,44,Affiliate,affiliate_network,affiliate,campaign_44,126,3,10.0,USD
SP002252,2021-03-25,44,Affiliate,affiliate_network,affiliate,campaign_44,33,1,10.0,USD
SP002253,2021-03-26,44,Affiliate,affiliate_network,affiliate,campaign_44,131,4,10.0,USD
SP002254,2021-03-27,44,Affiliate,affiliate_network,affiliate,campaign_44,152,4,10.0,USD
SP002255,2021-03-28,44,Affiliate,affiliate_network,affiliate,campaign_44,76,2,10.0,USD
SP002256,2021-03-29,44,Affiliate,affiliate_network,affiliate,campaign_44,71,2,10.0,USD
SP002257,2021-03-30,44,Affiliate,affiliate_network,affiliate,campaign_44,112,3,10.0,USD
SP002258,2021-03-31,44,Affiliate,affiliate_network,affiliate,campaign_44,379,9,11.8,USD
SP002259,2021-04-01,44,Affiliate,affiliate_network,affiliate,campaign_44,119,3,10.0,USD
SP002260,2021-04-02,44,Affiliate,affiliate_network,affiliate,campaign_44,139,4,10.0,USD
SP002261,2021-04-03,44,Affiliate,affiliate_network,affiliate,campaign_44,158,4,10.0,USD
SP002262,2021-04-04,44,Affiliate,affiliate_network,affiliate,campaign_44,163,5,10.0,USD
SP002263,2021-04-05,44,Affiliate,affiliate_network,affiliate,campaign_44,136,4,10.0,USD
SP002264,2021-04-06,44,Affiliate,affiliate_network,affiliate,campaign_44,168,5,10.0,USD
SP002265,2021-04-07,44,Affiliate,affiliate_network,affiliate,campaign_44,116,3,10.0,USD
SP002266,2021-04-08,44,Affiliate,affiliate_network,affiliate,campaign_44,130,4,10.0,USD
SP002267,2021-04-09,44,Affiliate,affiliate_network,affiliate,campaign_44,186,6,10.0,USD
SP002268,2021-04-10,44,Affiliate,affiliate_network,affiliate,campaign_44,176,5,10.0,USD
SP002269,2021-04-11,44,Affiliate,affiliate_network,affiliate,campaign_44,194,6,10.0,USD
SP002270,2021-04-12,44,Affiliate,affiliate_network,affiliate,campaign_44,32,1,10.0,USD
SP002271,2021-04-13,44,Affiliate,affiliate_network,affiliate,campaign_44,139,4,10.0,USD
SP002272,2021-04-14,44,Affiliate,affiliate_network,affiliate,campaign_44,169,4,10.0,USD
SP002273,2021-04-15,44,Affiliate,affiliate_network,affiliate,campaign_44,195,5,10.0,USD
SP002274,2021-04-16,44,Affiliate,affiliate_network,affiliate,campaign_44,184,6,10.0,USD
SP002275,2021-04-17,44,Affiliate,affiliate_network,affiliate,campaign_44,39,1,10.0,USD
SP002276,2022-04-08,45,Affiliate,affiliate_network,affiliate,campaign_45,135,4,10.0,USD
SP002277,2022-04-09,45,Affiliate,affiliate_network,affiliate,campaign_45,137,4,10.0,USD
SP002278,2022-04-10,45,Affiliate,affiliate_network,affiliate,campaign_45,160,5,10.0,USD
SP002279,2022-04-11,45,Affiliate,affiliate_network,affiliate,campaign_45,210,6,10.0,USD
SP002280,2022-04-12,45,Affiliate,affiliate_network,affiliate,campaign_45,134,3,10.0,USD
SP002281,2022-04-13,45,Affiliate,affiliate_network,affiliate,campaign_45,115,3,10.0,USD
SP002282,2022-04-14,45,Affiliate,affiliate_network,affiliate,campaign_45,125,4,10.0,USD
